Data,Tipo,Legenda / Tema,Views (Plays),Alcance,Interações,Shares,Visitas Perfil,Likes,Comentários,Salvos,Link do Post,Status/Erro
2025-06-10,FEED,"Eu encontrei uma forma de falar com vocês.

Digitar  leva tempo, e muitas vezes minhas mãos estão ocupadas, como agora, enquanto dirijo a caminho do hospital. Mas me contaram que já existe tecnologia capaz de transformar a voz em texto. Saber usá-la pode ser bom.. 

Não, ela não vai substituir minhas palavras, ela não sente, quem  sente sou eu.

A tecnologia pode ser útil em muitas coisas, mas nunca vai substituir o que somos. Somos os únicos criados  à imagem e semelhança de Deus. Somos os únicos que podem... amar, chorar, sofrer … assim como Ele. 

Podemos orar e dizer: “Senhor, se puderes afasta de mim este cálice mas que seja feita a Tua vontade.”

Minhas palavras precisam carregar tudo isso. Tudo o que sinto. Tudo o que às vezes transborda em mim.
Eu preciso falar. Preciso transformar as lágrimas em palavras. Isso me estabiliza ao passo que eu sei, hoje eu sei, que essas palavras alcançarão outros corações. Que talvez não consigam se estabilizar falando, mas conseguem, de fato, encontrar a paz, o equilíbrio, em silêncio, lendo.

 Eu  não sei quem tá aí do outro lado, mas eu ficarei extremamente feliz se um pouco de tudo isso que está em mim aqui chegar em você aí.

Gostou de lágrimas ( ops, palavras) transcritas em quase uma oração?",1704,1704,116,3,41,100,8,8,https://www.instagram.com/p/DKu-zpsxxYA/,OK
2025-06-05,FEED,"Era um daqueles dias em que tudo parecia me chamar ao mesmo tempo.
Uma bebê doente no colo.
Outra se recuperando à frente.
Louça por lavar. Casa por arrumar. Trabalho atrasado.

A ansiedade, por um instante, me tomou pelas mãos.
Mas Deus, com Sua paciência tão firme, me mostrou o caminho de novo:
no simples, no pequeno, no olhar brilhando diante de uma janelinha nova — a primeira janela na boca.

E então me dei conta: ela está crescendo, minha primogênita perdeu o primeiro dente.
Ela, que me ensinou a ser mãe, que me apresentou o maior desafio da maternidade até aqui:
matar meu egoísmo todos os dias e ordenar a minha vida para ser a mãe que ela precisa que eu seja, crescer sabe? Amadurecer...
E com esse segundo plano de desenvolvimento que chega, vem também a faculdade da razão.

Agora, mais do que nunca, preciso ser intencional: na escuta, no exemplo, nas palavras, nas pausas.

A casa limpa é importante, claro. O trabalho que ficou atrasado, também. Mas há dias em que eu não vou governar.
E nesses dias, Aquele que governa tudo me convida a aprender: que o controle nunca foi meu.
Só a entrega pode ser mim. Eita, que difícil que é de fato entregar e se entregar. 

A janelinha que ela me mostrou com tanto orgulho virou, pra mim, uma janela de contemplação.

Ali, entre o que cai e o que nasce, entre o dente que se solta e a mulher que se forma, eu vi um lembrete suave: é no pequeno que Deus ensina o eterno, é na entrega que sigo tentado aprender um pouco mais.

Um pouco, todos os dias…foi só o primeiro",1573,1573,64,1,4,52,6,6,https://www.instagram.com/p/DKhcrUBRD18/,OK
2025-05-27,FEED,"A semana mal tinha começado…
mas dentro de mim, uma já tinha se emendado na outra.
O corpo cansado. A alma apressada.
Uma segunda-feira que já carregava o peso de todas as outras.

Entre a máquina de roupa, a louça esquecida,
uma fralda pra trocar, uma bebê para alimentar,
o relógio que me arrastava pra mais uma ida à escola...

Ísis, com seus três anos de encantamento, entra no carro e solta:

— Mãe… hoje é aniversário da pof Kaline!

— Que legal, filha! Vamos fazer uma cartinha?

— Sim!
(E, com os olhos brilhando, ela completa:)
— E também um bolo, mãe. De milho. Porque ela adola.

Naquela hora, me lembrei do exame marcado bem cedo no dia seguinte.
Do que ficou por fazer.
Das três filhas.
Do jantar.
Da rotina que ainda me esperava inteira.

A resposta escapou automática:

— Filha… hoje mamãe tem muita coisa pra fazer.

A mais velha, com senso prático, oferece um caminho:

— A gente compra o bolo!

Mas Ísis não hesita:

— Comprar não… quero fazer.

E ali, eu quase disse não.
Quase deixei a pressa vencer o gesto.
Mas me lembrei das palavras sobre Santa Zélia, mãe de Teresinha:

“Ela brincava conosco de bom grado,
mesmo que isso significasse prolongar os trabalhos até a meia-noite,
ou mais.”

E eu me perguntei:
O que me custa um bolo?

Uns minutos a mais acordada?
Um cansaço um pouco maior?

Será que não é esse o verdadeiro altar da maternidade?
Abrir mão do controle, para ensinar com o gesto?
Trocar a pressa por presença, a pressa por poesia?

Não era sobre milho.
Era sobre memória.
Sobre aprender, tão cedo, a celebrar o outro.
A ser gentil.
A doar com intenção.

E é assim, sem que percebam, que vão crescendo:
entre bolos feitos com pressa,
entre noites alongadas,
entre mães que escolhem não se poupar,
para não se perderem de si.

A maternidade não exige feitos grandiosos.
Ela pede c.ALMA
Pede olhos atentos ao que parece pequeno —
porque é ali que os valores se plantam.

E toda vez que você escolhe o bem, mesmo cansada…
você prepara a terra onde o coração do seu filho vai florescer.

E você , qual foi seu pequeno sim de ontem ou de hoje?",1828,1828,106,8,11,93,7,6,https://www.instagram.com/p/DKK749qxVAw/,OK
2025-05-11,REELS,"Esse vídeo é uma oração.
Para todas as mães que escolheram tudo — mesmo sem entender tudo.

Se tocou você, compartilha com outra mãe. 💛",2573,2573,166,35,0,145,14,7,https://www.instagram.com/reel/DJgnOQtRwZC/,OK
2025-04-30,REELS,"e que não existe um único caminho, quando uma porta se fecha, Deus nos abre uma janela ou os ouvidos ",2228,2228,140,4,0,128,10,2,https://www.instagram.com/reel/DJFe6LwxaBm/,OK
2025-04-30,FEED,"Talvez você tenha chegado aqui porque está cansada.
Não só fisicamente… mas da bagunça emocional, da culpa constante, das demandas infinitas.

Eu sou Karina Botti, jardineira de três flores.
Uma delas com Síndrome de Down, que me ensina todos os dias a enxergar a vida com olhos mais gratos, mais atentos, e com uma força que eu desconhecia.

Por algum tempo, eu mesma vivi sobrecarregada… tentando fazer tudo com a força do meu braço e me perdendo em meio à desordem da vida:
cansaço físico, desânimo espiritual, brigas no casamento, culpa com os filhos, confusão interna... tudo junto. E ainda querendo fazer o certo.

Mas foi nesse lugar que Deus me achou.
Foi na bagunça que Ele começou a pôr ordem.

E assim encontrei meu chamado.
Eu, que por tantos anos atuei no meio educacional, ocupei cargos, orientei famílias sobre desenvolvimento e comportamento infantil...

Percebi que precisava ir além.
Após um longo período de formação, me tornei terapeuta de mulheres e casais.

Hoje, conduzo outras mulheres a ordenarem a vida para que possam construir a família dos seus sonhos e educar os filhos com intencionalidade. E acredite: 

“Não é o quanto fazemos, mas quanto amor colocamos naquilo que fazemos.
Não é o quanto damos, mas quanto amor colocamos em dar.” - Madre Teresa

Aqui você vai encontrar conteúdo para a alma:
reflexões, pitacos úteis, acolhimento e direção.
Tudo com intencionalidade e verdade.

Se você é uma mulher que quer ser forte no bem, mesmo que às vezes se sinta fraca, esse espaço é pra você.

💛 Karina",2147,2147,200,12,36,178,14,8,https://www.instagram.com/p/DJEwKxGRqbi/,OK
2025-04-28,REELS,"🍯 O fermentado de alho e mel tem propriedades antimicrobianas, desintoxicantes e digestivas. É indicado para:

☑️ Alergias 
☑️Quadros virais e bacterianos 
☑️ aumentar imunidade 

Não use apenas quando apresentar doença.🦠 utilize também para evitá-las 🎯

Passo a passo:

1) Esterilize um vidro com água quente 

2) acrescente o alho 

3) cubra todo o alho com mel 🍯 de preferência cru ( não pasteurizado, você encontra direto do produtor ) 

4) todos os dias da primeira semana abra o vidro  para retirar o excesso de gás que se forma e vire o vidro para misturar os ingredientes 

5) após primeira semana manter o vidro fechado por pelo menos 30 dias ( ideal 3 meses) em um local escuro 

Como usar:

🤓uma colher por semana quando saudáveis 
😷quando doente, 2 colheres por dia 

Compartilhe com outras mães para protegerem os seus neste outono/inverno 🍂 🥶",3391,3391,127,63,0,75,3,49,https://www.instagram.com/reel/DI_i6Gaxf56/,OK
2025-04-15,REELS,acordei ,832,832,89,0,0,82,6,1,https://www.instagram.com/reel/DIduXDaxwAp/,OK
2025-02-25,REELS,"Minha pequena via. Com Santa Teresinha aprendi que o que santifica as almas não é a grandiosidade dos atos, mas a intensidade com que cada ação é praticada. Isso mudou tudo!",2052,2052,97,4,0,90,3,4,https://www.instagram.com/reel/DGhEc6FxQBK/,OK
2025-02-24,FEED,"O domínio da vida cotidiana nos parece escorrer pelos dedos ao segurar nos braços um recém-nascido.
Muitas vezes, temos a sensação de que estamos sendo engolidas e que a vida está passando, e nós, sobrevivendo.

Talvez seja mesmo isso.

Acabo de completar 3 meses com um bebê no colo, meu terceiro puerpério e o mais leve deles.

Sigo refletindo a respeito, afinal, o puerpério mais cheio de desafios que já vivi, entre UCI, diagnósticos, terapias, médicos, médicos... E eu disse médicos? Como pode ser leve?

Pode! E tem sido (o que não quer dizer fácil, ok?). Refletindo sobre isso, cheguei à seguinte conclusão:

Puerpério é morte e vida. Nada nos confronta tanto, nem nos ensina a matar nosso egoísmo de forma tão profunda quanto ter um recém-nascido nos braços. Não lutar contra isso, não resistir, e perceber a oportunidade incrível de crescer, de amadurecer um pouco mais a cada dia... Isso nos leva a um novo patamar: o da entrega.

Jesus entregou Sua vida por nós. A maternidade nos pede o mesmo. Nenhum filho tira nossa vida, mas nós a damos. Damos de nós mesmas, como Ele fez, de forma voluntária, sem hesitar.

Morte e vida. Renúncia e entrega. 

Registro de um dia feliz: finalmente consegui fazer um bolo com as meninas e tomamos café da tarde. Não espere, com um bebê nos braços, a mesma vida de antes. Por que buscar incansavelmente o que já foi, ao invés de se entregar ao melhor que está por vir?

“Faça tudo com Amor, por Amor e para o Amor, esse é o segredo.” Santa Terezinha.",1760,1760,54,0,6,41,4,9,https://www.instagram.com/p/DGeSiJfxBCY/,OK
2025-01-17,REELS,"2 meses da nossa menina milagre. A florzinha que veio perfumar ainda mais nosso jardim. Louvamos a Deus pela sua vida Teresa e por dilatar tanto nosso coração. Te amamos ❤️

#sindromededown #trissomia21",3996,3996,329,5,0,313,13,3,https://www.instagram.com/reel/DE8c4dXRrJB/,OK
2024-12-19,REELS,"“Tu criaste o íntimo do meu ser e me teceste no ventre da minha mãe"" 
“Eu te louvo porque me fizeste de modo assombroso e admirável. As tuas obras são maravilhosas! Sei disso muito bem"" 

Maravilhosa, você é uma obra maravilhosa do Senhor nossa florzinha. 

Você chegou para perfumar ainda mais nosso jardim e dilatar nossos corações 💕",4127,4127,432,10,0,382,47,3,https://www.instagram.com/reel/DDx-k7jR6eL/,OK
2024-12-10,REELS,"Quem se lembra de um story que postei com essa música e escrevi “ Senhor, me dê a graça de ter a Teresa nos braços “ vocês não sabiam mas eu estava em prantos depois do primeiro diagnóstico.. 

Graça alcançada “ And I don’t wanna miss a thing” ❤️",2855,2855,162,1,0,150,7,5,https://www.instagram.com/reel/DDY8KKLRmMX/,OK
2024-12-01,FEED,"A promessa se cumpriu! Aquele que te conhecia antes de forma-lá em meu ventre te preservou minha florzinha. 

Quantas missas participei em lágrimas, muitas de desespero e súplica diante de tantos prognósticos ruins que recebíamos. 

Hoje minhas lágrimas foram de gratidão pela sua vida como ela é, pois Deus não erra! 

Louvado seja Ele pela sua primeira, de muitas missas, porque minha maior missão nessa terra é ensinar a você e suas irmãs a quem vocês devem amar mais… se eu falhar nisso, falharei em tudo.",5287,5287,480,0,438,447,26,7,https://www.instagram.com/p/DDC2jSLx4VF/,OK
2024-11-25,FEED,"Ontem completou uma semana do nosso encontro e quando olho essa foto só consigo me lembrar o quanto pedi a Deus para dilatar meu coração e me fazer fiel.

Ele sabia que eu precisava de você para isso. Você já foi capaz de transformar nossas vidas de uma forma que não consigo descrever.

Um amor que não exige nada que apenas entrega. 

Ah minha Teresa, não há nenhuma condição que seja capaz de me fazer te amar menos… eu já te amo com tudo que há em mim e por mais que não saiba o porquê Deus me escolheu para ser sua mãe eu farei de tudo para não decepciona-lo. 

Seja bem-vinda minha florzinha, você veio para tornar nosso jardim ainda mais perfumado.",4227,4227,404,1,123,374,30,0,https://www.instagram.com/p/DCy-HTGxOP7/,OK
2024-11-08,REELS,Sem legenda,832,832,47,0,0,41,6,0,https://www.instagram.com/reel/DCHLWtPRMnv/,OK
2024-11-07,FEED,"“ A santidade não consiste em grandes obras, mas em pequenas coisas feitas com amor” Santa Teresinha 

Quando me tornei mãe vivi o mesmo processo que a grande maioria, me perdi  um pouco de mim. 

Um dos pilares que deixei ruir foi minha espiritualidade. Eu tentava encaixa-la, como a vivia antes,  na minha nova rotina e não conseguia. Eu já não tinha tempo para tanta leitura e nem meditações da Palavra.

Como uma boa colérica imatura, fui deixando de lado afinal, se não consegue fazer o “perfeito” nem faça. 

Pela graça de Deus recebi mais filhas e como tudo, minha espiritualidade precisou ser revista. 

Eu entendi, pela pequena via de Santa Teresinha que eu não precisava de grandes feitos. Entendi também com a sabedoria de Santa Teresa D’Avila que “ Em meio as panelas também anda O Senhor” 

Filhos são a herança do Senhor, eles não são os responsáveis pelo afastamento na fé, nem nos nossos relacionamentos. 

A nossa fé pode crescer entre roupas para dobrar, louça para lavar, um bumbum para limpar desde que nossa intenção se volte para isso, desde que nos esforcemos em estar na presença de Deus.

Nada é pequeno se feito com amor!",2335,2335,53,0,7,49,3,1,https://www.instagram.com/p/DCE75jnx5Fb/,OK
2024-10-06,FEED,"“ Gestar, essa é sua função “ é o que obstetra me diz a cada consulta. Parece simples, não é? Afinal, já gestei duas vezes antes, mas nunca como função principal. 

Nas minhas gestações anteriores eu segui a vida enquanto gestava. Agora, parece até que “parei a vida enquanto gesto”. 

Hoje, passei mais um dia sozinha, deitada, enquanto papai se desdobra em mil para que eu possa cumprir meu repouso. Mas espera, este texto não é apenas sobre mim; é sobre você também.

Parece um sonho, não é? Para uma mãe de três? Talvez seja. Mas a verdade é que sou colérica, eu queria estar ali, pintando as paredes do quarto branco das meninas, que está tão sem graça, ou organizando cada detalhe do ninho para a chegada da nossa florzinha.

É isso que nos consome! Sempre ansiamos por algo além do que a realidade nos oferece. Como é difícil cumprir o ensinamento de Josemaria: “Faz o que deves e está no que fazes.”

Imagine como seria nossa vida se pudéssemos silenciar a mente enquanto lavamos a louça, fazendo isso com amor, em vez de aversão.Imagine  como seria estar com nossos filhos sem pensar no trabalho,  no almoço? Estando ali, sendo presença! 

Imagine sentar-se com nosso marido, desejando ouvi-lo de verdade, buscando conhecê-lo mais profundamente, apesar de todas as demandas e queixas do dia a dia.

Conseguiu imaginar? O que a realidade está te pedindo agora? Ei, Deus fala através dela. Aceite-a com amor e devoção.

Meu coração tem sido moldado por Deus. Como é desafiador aquietar minha alma e meu corpo, permitir que o outro faça, mesmo que de forma diferente — e, muitas vezes, mais devagar. Colérica, lembra?

E como Deus tem tratado o seu coração? Lembre-se: o extraordinário se revela no ordinário, naquilo para o qual você foi chamada. Cumpra o pequeno dever de cada momento, com o coração aberto.

“Fazei tudo por Amor. Assim não há coisas pequenas: tudo é grande. A perseverança nas pequenas coisas, por Amor, é heroísmo.” (Caminho, 813)

Não há nada pequeno! Nada. Coloque todo o seu amor. Gaste-se, porque quem se poupa, se perde.",2556,2556,149,1,27,141,7,1,https://www.instagram.com/p/DAzSvKhRV3g/,OK
2024-10-05,FEED,"Eu não sei quantas vezes me ajoelhei diante do Senhor, clamando a Ele por um milagre. Não sei quantas vezes chorei, e muito menos quantas vezes duvidei.
De fato, não sei, porque não se trata de mim; nunca foi. É sobre Ele e o que Ele escolheu realizar por meio de mim, e sobre o milagre que eu gero, apesar de mim.

Depois de tantas vezes em que chorei diante de um novo diagnóstico, hoje derramei muitas lágrimas ao testemunhar mais uma vez o poder de Deus na vida da nossa Teresa e nas nossas
.
Teresa apresentava, há muitas semanas, resistência nas artérias cerebral média, umbilical, no ducto venoso, e eu nas artérias uterinas. Essas alterações eram preocupantes, e o risco de sofrimento fetal e um parto com prematuridade extrema nos assustava.

Meu último pedido foi pela intercessão de Santa Teresinha. No primeiro dia da sua novena, pedi que houvesse cura nas artérias e que Teresa saísse do risco de prematuridade mesmo ouvindo dos médicos que isso não teria como acontecer, poderia não piorar, agora normalizar não. 

Eu recebi uma rosa, e o sinal do céu fez meu coração se acalmar.

Hoje, tudo se confirmou. Não há mais nenhuma alteração nas artérias, nenhuma! Todos os médicos, mais uma vez, nos disseram: “A ciência não explica o que temos visto com a Teresa.”

A ciência nunca explicará o inexplicável. Por mais que nos esforcemos, ninguém jamais conseguirá explicar a Deus.

Obrigada, Jesus por mais essa graça. Obrigada por toda transformação que há em mim.",2252,2252,145,5,18,127,18,0,https://www.instagram.com/p/DAveF_fxzZy/,OK
2024-10-01,FEED,"Eu nunca fui devota de Santos, mesmo sendo católica desde sempre eu não vivia verdadeiramente a minha fé e sua doutrina como deveria  até que um dia, ao perdermos um primo e nos reunirmos diariamente em oração por sua alma e familiares eu ouvi “ Kaka, a relíquia de Santa Teresinha está aqui, você já viu? “ 

Parei na frente dela com um deslumbre diferente. Eu já havia estado na frente de muitas relíquias mas aquele momento foi diferente mesmo porque eu já tinha me interessado por Teresinha antes. 

Sai de lá querendo saber mais sobre ela. Fiz um curso do padre Paulo Ricardo e ver aquele homem tão forte e tão sábio se derramar em lágrimas por falar de uma menina tão jovem me despertou ainda mais.

Eu não a escolhi. Ela me escolheu. 

Desde então comprei livros, fiz cursos e os ensinamentos dela, uma Santa que viveu apenas 24 anos ressoavam em mim. “ A santidade não consiste em grandes obras, mas em pequenas coisas feitas com amor” essa frase motivou muito minhas decisões somada com “ eu aceito com gratidão os espinhos que estão misturados com as flores “

Me encantei por Santa Teresinha e minha devoção a ela caminhou junto com meu processo de conversão. 

Quando decidimos o nome da Teresa, ela se chamou Helena por uns 3 dias. 

A cada vez que escutava Helena, por mais lindo que achasse o nome algo me incomodava. Rezei a nossa Senhora e pedi que ela escolhesse o nome. TERESA me veio tão forte ao coração e mandei mensagem ao meu marido certa de que ele jamais aceitaria.

“ Amor, Teresa, precisa ser Teresa” ele se surpreendeu e falou da onde eu havia tirado essa ideia, ela  ja a chamava de Helena mas surpreendentemente me disse, se quer Teresa, será. 

Hoje eu consigo entender o porquê ela precisava desse nome e o porquê Santa Teresinha me escolheu para amá-la e ser minha intercessora no céu. 

Santa Teresinha, assim como minha Teresa, apontam para Jesus e nos levam a querer tudo, a aceitar tudo enquanto nosso coração se dilata de uma forma antes desconhecida. 

Santa Teresinha, continue passando seu céu fazendo o bem na terra e olhando por nós.

A vida de nossa Teresa sempre apontará para a sua e por tudo que realizou em nós. Obrigada 🙏🏻",2392,2392,135,0,35,119,10,6,https://www.instagram.com/p/DAlYVH0RwI7/,OK
2024-09-15,FEED,"Com o Rosário na mão chegamos às esperadas 28 semanas, por graça, imensa graça. 

Poderia eu me questionar o porquê o Senhor permitiu que minha terceira gestação, definida por Ele, fosse tão cheia de turbulências. 

Poderia reclamar de viver uma gestação de alto risco, do medo que sinto em cada novo diagnóstico, do esforço em repousar tendo também 2 crianças pequenas. 

Eu poderia me perguntar o porquê comigo mas neste momento me lembro, por que não comigo? Me recordo também de Santa Teresinha, que entendeu de Deus. que aquele que é mais amado recebe as maiores cruzes.

Recebi uma cruz e com ela a oportunidade de transformar minha dor em amor. Afinal, Deus não permitiria o mal se não pudesse tirar desse mal, um bem infinitamente maior como nos ensinou Santo Agostinho. 

E eu vejo, diariamente o bem. Vejo minha fé sendo forjada, vejo um exército de pessoas se unindo a nós em oração, vejo conversões, vejo milagres, vejo um grande testemunho, que impactará muitos, sendo gerado. 

Eu vejo Deus. 

Eu tenho vida em mim. Uma vida que luta e insiste em ficar, que superou todos os diagnósticos, para honra e glória de Deus. Minha pequena e tão grande Teresa, nossa menina milagre. 

Como poderia reclamar? Eu só posso Te louvar Senhor.",3206,3206,311,3,264,274,34,3,https://www.instagram.com/p/C_9A1QQRnB-/,OK
2024-08-11,FEED,"Não, a foto principal não será dele com as crianças, mas será a foto que trouxe a ele a graça de celebrar hoje o Dia dos Pais.

Foi neste momento que tudo começou. Hoje fiquei reflexiva durante todo o dia e me lembrei de que a escolha mais importante que eu poderia fazer na vida não foi e nunca será sobre minha carreira ou algo de natureza material.

A minha melhor escolha foi proclamar, na porta de entrada da igreja, que eu e minha casa serviríamos ao Senhor, e a segunda foi a escolha de quem me esperava no altar.

Você foi e continuará sendo a minha melhor escolha. Sem dúvida, a escolha mais importante foi de quem seria o pai das minhas filhas, nossas filhas.

Você é o melhor pai para cada uma delas. E a cada alma que recebemos, nos aprimoramos, nos entregamos e entendemos que elas são como flechas que serão por nós lapidadas, protegidas e, somente em momento oportuno, lançadas.

“Os filhos nascidos na nossa juventude são como flechas nas mãos de um guerreiro. Feliz o homem que tem muitas dessas flechas!”

Você já tem 3 delas para amar, proteger e direcionar ao que mais importa: ao céu!

De todos os seus papéis, observar você sendo pai é o que mais me enche de orgulho.

Feliz todos os dias! Porque nosso extraordinário está no ordinário da nossa missão diária e partilhar a vida com você, com tudo que lhe pertence, tem sido incrível . Te amamos meu bem @diegogaviao_",3076,3076,122,0,34,117,4,1,https://www.instagram.com/p/C-iyUzjxReB/,OK
2024-07-07,FEED,"TERESA,  nossa florzinha amada. Assim como aquela que inspirou seu nome, Santa Teresinha, você aponta para Jesus e nos leva a querer tudo, a aceitar tudo enquanto, olhando para Ele, confiamos. 

Nossa Senhora te sorriu meu amor, assim como sorriu para ela e desde que soube da sua vida em mim eu soube também  que Deus sonharia Seus sonhos através de você. 

Ah, um dia todos saberão o quão amada és e o quanto sua vida já modificou tantas outras. 

Te amamos!",8067,8067,443,0,1421,415,22,6,https://www.instagram.com/p/C9ICRGURK0b/,OK
2024-06-17,REELS,alegria da mãe que atendeu por mais  de 1 hora…. ,2630,2630,38,0,0,34,4,0,https://www.instagram.com/reel/C8U3xssRTKZ/,OK
2024-04-01,FEED,"Deus nos agraciou mais uma vez, bendito seja Ele! Recebemos mais um bebê, uma alma e estamos constrangidos com seu amor infinito. O Senhor é bom e não se deixa vencer em generosidade. 

Recebo mais uma oportunidade de sair de mim mesma, de servi-Lo vivendo a maternidade. Faça-me fiel Senhor.

@diegogaviao_ seremos pais de novo 🥰. O nosso amor transbordando ao receber o toque de Deus. Obrigada por partilhar a vida comigo e por brilhar os olhos tanto quanto eu diante deste milagre.",6525,6525,479,3,371,413,62,4,https://www.instagram.com/p/C5Ns199uQKp/,OK
2023-08-13,FEED,"Não, ele não sabe exatamente onde encontrar as roupas das meninas, muito menos o que precisa ser reposto.

Ele também não presta atenção nos lanches intermediários, a menos que seja lembrado sobre eles, e isso muitas vezes me irrita profundamente.

Mas sabe, não é apenas isso que eu vejo.

Eu o vejo diariamente pagando um preço alto pela vida que escolhemos viver para que pudéssemos vê-las crescer, para que eu esteja disponível para elas e para que possamos nos sentar juntos à mesa em 99% das refeições. 

Também o vejo com toda coragem para mudar o rumo se necessário, se sacrificando por nós. 

Eu o vejo chegando todos os dias, eu disse todos, independentemente do que aconteça, e se sentando no chão para brincar com as duas.

Eu o vejo se desconstruindo e buscando fazer o que não é tão natural assim: educá-las com respeito.

Eu o vejo errando com elas (assim como eu) e se desculpando por seus erros.

Eu o vejo dando banho, trocando fraldas, levando para o balé e se esforçando para fazer tranças.

Eu o vejo indo muito além de um título, eu o vejo cumprindo lindamente a missão concedida por Deus a ele.

Eu o vejo criando um relacionamento tão lindo e recebendo o que é mais valioso: ele já tem o coração delas simplesmente porque merece tê-lo e ele conquista o meu diariamente pelo mesmo motivo é porque eu decidi olhar para ele dessa forma. 

Feliz todos os dias para você, papai @diegogaviao_ . Você é o nosso porto.",3006,3006,152,0,12,146,4,2,https://www.instagram.com/p/Cv517EFxPZQ/,OK
2023-07-03,FEED,"Hoje é um dia especial, o dia dele! Meu bem, parabéns!Louvo  a Deus por sua vida e por  ter colocado-o na minha.

Ontem, a Helo disse que ela é o seu presente, mas permita-me dizer hoje que você é o nosso!

É um privilégio acordar todas as manhãs ao seu lado, contemplar o que poucos enxergam e agradecer incessantemente por quem você é. Sua dedicação à nossa família é algo que admiro profundamente, pois você sempre a coloca em primeiro lugar, sem hesitação.

Desde o momento em que nos conhecemos, há tantos anos, meu coração se apaixonou pelo homem maravilhoso que você era. E a cada novo dia, meu amor por você se intensifica, pois admiro homem incrível que você se tornou. E saiba que esse amor só cresce, hoje te amo mais que ontem e ainda não amo tudo. 

Você é aquele que me traz calmaria em meio ao caos, que não importa o quão difícil as coisas estejam, no seu abraço encontro paz. 

Acredita em mim mais do que eu mesma, e seu apoio incondicional é meu porto seguro, mesmo quando me proponho a desafios que exigem longas noites de trabalho e fins de semana dedicados. Você nunca cobra nada disso.

Você é o pai mais extraordinário que nossas filhas poderiam ter. Aquele que, independentemente dos acontecimentos do dia, se senta no chão e brinca com elas. Aquele que tenta ser o pai severo, mas cujo coração está repleto de preocupação e cuidado, assim como o meu, pela construção de um relacionamento sólido. Aquele que se as meninas se ausentam por 1 hora já quer saber quando vão voltar porque quer ficar com elas. 

Obrigada, meu amor. Minha promessa a você é feita diariamente: onde quer que você vá, contigo também irei aqui nessa terra e até o nosso lugar .. porque você sabe eu te prometi o céu  por vontade própria ou empurrado mesmo 😅( colérica ela) 

Te amo, te admiro e te respeito. 

Feliz 41 anos com cara e cabelos de 20 ❤️ @diegogaviao_",2009,2009,105,0,3,102,3,0,https://www.instagram.com/p/CuPtARoxZT_/,OK
2023-05-14,FEED,"Hoje o dia das mães começou como mais um dia absolutamente ordinário.

As 7:40 da manhã todos prontos para ir à missa, eu até suspirei, era um milagre acontecendo diante dos olhos, estávamos 20 minutos adiantados até que…

Ísis fez coco, banho de novo! Helo se irritou com a meia calça pinicando..vamos trocar.. corri tanto, chegamos na igreja  08:10.. já tinha perdido  10  minutos da missa. Respirei, ok.. 10 minutos foram  mas nos restam 50 deles.. 

Isso para mim resume ( a grosso modo) a maternidade, nós podemos escolher para onde olhar. Podemos perceber o extraordinário em meio ao ordinário.

Ontem, uma das minhas mentoradas trouxe um texto com uma frase de destaque dita por mim “ não inclua seus filhos na sua lista de afazeres” não automatize e digo mais, não  permita que a bandeira da carga mental, maternidade real e  pesada roube de você o olhar para a graça! A graça de ser mãe.

Afinal, a  maternidade pode ser um  antídoto perfeito para nosso egoísmo. Com ela aprendemos que somos capazes de caminhar mais uma milha quando achávamos que já tínhamos entregado tudo, com ela somos capazes de amar, de nos entregar, de nos doar sem esperar nada em troca ( e é assim que deve ser) 

Com ela podemos aprender o que minha amiga Adriele brilhantemente escreveu ontem “ o fácil e o difícil coexistem”. Se permita romantizar sim sua maternidade , se permita enxergar  o belo em meio ao caos e ouse dar mais ênfase ao bom.. o que  você coloca foco, se destaca. 

Se permita contemplar. Olhe hoje para seus filhos assim como olhei para as minhas hoje na igreja e as lágrimas não paravam de rolar. Pouco importou tudo que aconteceu antes para que pudéssemos estar ali. Eu olho para elas e contemplo o extraordinário 

Porque ser mãe é todos os dias extraordinário. É ser cocriadora do que há de mais precioso: outro ser humano, outra alma humana, não há nada de mais grandioso e belo que isso, não há. 

Feliz dia das mães!",1410,1410,108,0,0,104,3,1,https://www.instagram.com/p/CsPDav5xhfW/,OK
2023-04-16,REELS,"e isso nos frusta, eu sei … ",91,91,22,1,0,21,1,0,https://www.instagram.com/reel/CrG8h7rNe48/,OK
2023-01-08,REELS,mas desde as 5 ela não deixa ,56,56,22,0,0,22,0,0,https://www.instagram.com/reel/CnJr-UkO05o/,OK
